league,year,injury_type,injury_category,games_missed
NHL,,undisclosed,Unknown,1.0
NHL,,upper body,Upper Body,3.0
NHL,,upper body,Upper Body,7.0
NHL,,hand,Upper Body,12.0
NHL,,lower body,Lower Body,6.0
NHL,,undisclosed,Unknown,5.0
NHL,,upper body,Upper Body,3.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,1.0
NHL,,upper body,Upper Body,2.0
NHL,,leg,Lower Body,31.0
NHL,,lower body,Lower Body,17.0
NHL,,shoulder,Upper Body,82.0
NHL,,lower body,Lower Body,9.0
NHL,,back,Upper Body,20.0
NHL,,illness,Illness,1.0
NHL,,undisclosed,Unknown,2.0
NHL,,illness,Illness,1.0
NHL,,hand,Upper Body,13.0
NHL,,hand,Upper Body,17.0
NHL,,undisclosed,Unknown,3.0
NHL,,illness,Illness,2.0
NHL,,ankle,Lower Body,12.0
NHL,,illness,Illness,1.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,2.0
NHL,,undisclosed,Unknown,1.0
NHL,,eye,Head,1.0
NHL,,lower body,Lower Body,18.0
NHL,,illness,Illness,1.0
NHL,,undisclosed,Unknown,1.0
NHL,,illness,Illness,1.0
NHL,,undisclosed,Unknown,1.0
NHL,,undisclosed,Unknown,8.0
NHL,,concussion,Head,12.0
NHL,,finger,Upper Body,12.0
NHL,,lower body,Lower Body,1.0
NHL,,hip,Lower Body,67.0
NHL,,undisclosed,Unknown,1.0
NHL,,illness,Illness,2.0
NHL,,upper body,Upper Body,2.0
NHL,,ankle,Lower Body,17.0
NHL,,undisclosed,Unknown,2.0
NHL,,upper body,Upper Body,8.0
NHL,,illness,Illness,3.0
NHL,,groin,Lower Body,6.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,4.0
NHL,,illness,Illness,16.0
NHL,,lower body,Lower Body,17.0
NHL,,neck,Upper Body,82.0
NHL,,undisclosed,Unknown,2.0
NHL,,hip,Lower Body,82.0
NHL,,illness,Illness,2.0
NHL,,undisclosed,Unknown,2.0
NHL,,ankle,Lower Body,35.0
NHL,,ankle,Lower Body,14.0
NHL,,undisclosed,Unknown,1.0
NHL,,undisclosed,Unknown,14.0
NHL,,upper body,Upper Body,18.0
NHL,,wrist,Upper Body,7.0
NHL,,knee,Lower Body,4.0
NHL,,lower body,Lower Body,14.0
NHL,,lower body,Lower Body,5.0
NHL,,head,Head,82.0
NHL,,hand,Upper Body,17.0
NHL,,knee,Lower Body,2.0
NHL,,lower body,Lower Body,23.0
NHL,,undisclosed,Unknown,1.0
NHL,,knee,Lower Body,14.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,5.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,2.0
NHL,,upper body,Upper Body,11.0
NHL,,upper body,Upper Body,26.0
NHL,,illness,Illness,1.0
NHL,,undisclosed,Unknown,1.0
NHL,,upper body,Upper Body,14.0
NHL,,knee,Lower Body,19.0
NHL,,knee,Lower Body,13.0
NHL,,upper body,Upper Body,8.0
NHL,,lower body,Lower Body,12.0
NHL,,illness,Illness,1.0
NHL,,undisclosed,Unknown,2.0
NHL,,undisclosed,Unknown,2.0
NHL,,undisclosed,Unknown,3.0
NHL,,undisclosed,Unknown,9.0
NHL,,undisclosed,Unknown,2.0
NHL,,upper body,Upper Body,4.0
NHL,,spleen,Other,26.0
NHL,,undisclosed,Unknown,20.0
NHL,,lower body,Lower Body,8.0
NHL,,upper body,Upper Body,15.0
NHL,,lower body,Lower Body,11.0
NHL,,lower body,Lower Body,4.0
NHL,,lower body,Lower Body,12.0
NHL,,undisclosed,Unknown,1.0
NHL,,upper body,Upper Body,4.0
NHL,,undisclosed,Unknown,51.0
NHL,,illness,Illness,6.0
NHL,,illness,Illness,7.0
NHL,,upper body,Upper Body,5.0
NHL,,upper body,Upper Body,35.0
NHL,,upper body,Upper Body,1.0
NHL,,upper body,Upper Body,14.0
NHL,,lower body,Lower Body,7.0
NHL,,undisclosed,Unknown,15.0
NHL,,hip,Lower Body,82.0
NHL,,undisclosed,Unknown,4.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,2.0
NHL,,hip,Lower Body,74.0
NHL,,upper body,Upper Body,9.0
NHL,,illness,Illness,1.0
NHL,,illness,Illness,2.0
NHL,,ear,Head,3.0
NHL,,illness,Illness,2.0
NHL,,illness,Illness,1.0
NHL,,illness,Illness,2.0
NHL,,upper body,Upper Body,2.0
NHL,,upper body,Upper Body,27.0
NHL,,lower body,Lower Body,11.0
NHL,,upper body,Upper Body,2.0
NHL,,upper body,Upper Body,4.0
NHL,,upper body,Upper Body,6.0
NHL,,upper body,Upper Body,7.0
NHL,,lower body,Lower Body,3.0
NHL,,achilles,Lower Body,35.0
NHL,,lower body,Lower Body,1.0
NHL,,lower body,Lower Body,2.0
NHL,,facial,Head,1.0
NHL,,upper body,Upper Body,1.0
NHL,,hand,Upper Body,14.0
NHL,,upper body,Upper Body,1.0
NHL,,lower body,Lower Body,5.0
NHL,,lower body,Lower Body,10.0
NHL,,upper body,Upper Body,1.0
NHL,,lower body,Lower Body,2.0
NHL,,undisclosed,Unknown,2.0
NHL,,illness,Illness,2.0
NHL,,lower body,Lower Body,1.0
NHL,,upper body,Upper Body,5.0
NHL,,upper body,Upper Body,6.0
NHL,,illness,Illness,4.0
NHL,,lower body,Lower Body,4.0
NHL,,illness,Illness,1.0
NHL,,undisclosed,Unknown,3.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,5.0
NHL,,upper body,Upper Body,6.0
NHL,,lower body,Lower Body,1.0
NHL,,knee,Lower Body,16.0
NHL,,lower body,Lower Body,18.0
NHL,,shoulder,Upper Body,24.0
NHL,,lower body,Lower Body,3.0
NHL,,leg,Lower Body,5.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,6.0
NHL,,illness,Illness,1.0
NHL,,knee,Lower Body,18.0
NHL,,lower body,Lower Body,2.0
NHL,,spleen,Other,15.0
NHL,,illness,Illness,1.0
NHL,,ankle,Lower Body,40.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,4.0
NHL,,undisclosed,Unknown,5.0
NHL,,upper body,Upper Body,2.0
NHL,,shoulder,Upper Body,13.0
NHL,,undisclosed,Unknown,3.0
NHL,,finger,Upper Body,7.0
NHL,,upper body,Upper Body,11.0
NHL,,lower body,Lower Body,9.0
NHL,,lower body,Lower Body,8.0
NHL,,undisclosed,Unknown,3.0
NHL,,knee,Lower Body,11.0
NHL,,hip,Lower Body,11.0
NHL,,upper body,Upper Body,1.0
NHL,,concussion,Head,2.0
NHL,,illness,Illness,1.0
NHL,,illness,Illness,2.0
NHL,,groin,Lower Body,11.0
NHL,,undisclosed,Unknown,4.0
NHL,,upper body,Upper Body,4.0
NHL,,undisclosed,Unknown,6.0
NHL,,lower body,Lower Body,19.0
NHL,,ankle,Lower Body,7.0
NHL,,lower body,Lower Body,1.0
NHL,,abdominal,Upper Body,4.0
NHL,,ankle,Lower Body,10.0
NHL,,hand,Upper Body,5.0
NHL,,illness,Illness,3.0
NHL,,knee,Lower Body,5.0
NHL,,upper body,Upper Body,1.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,3.0
NHL,,lower body,Lower Body,2.0
NHL,,lower body,Lower Body,1.0
NHL,,lower body,Lower Body,5.0
NHL,,head,Head,6.0
NHL,,illness,Illness,3.0
NHL,,upper body,Upper Body,4.0
NHL,,leg,Lower Body,10.0
NHL,,undisclosed,Unknown,1.0
NHL,,undisclosed,Unknown,5.0
NHL,,undisclosed,Unknown,4.0
NHL,,undisclosed,Unknown,2.0
NHL,,leg,Lower Body,3.0
NHL,,shoulder,Upper Body,5.0
NHL,,lower body,Lower Body,5.0
NHL,,undisclosed,Unknown,2.0
NHL,,lower body,Lower Body,7.0
NHL,,undisclosed,Unknown,3.0
NHL,,hip,Lower Body,7.0
NHL,,neck,Upper Body,7.0
NHL,,hip,Lower Body,7.0
NHL,,undisclosed,Unknown,1.0
NHL,,blood clots,Other,1.0
NHL,,undisclosed,Unknown,2.0
NHL,,illness,Illness,1.0
NHL,,head,Head,13.0
NHL,,knee,Lower Body,12.0
NHL,,undisclosed,Unknown,1.0
NHL,,lower body,Lower Body,6.0
NHL,,hip,Lower Body,7.0
NHL,,hip,Lower Body,4.0
NHL,,upper body,Upper Body,3.0
NHL,,upper body,Upper Body,3.0
NHL,,upper body,Upper Body,3.0
NHL,,upper body,Upper Body,1.0
NHL,,lower body,Lower Body,5.0
NHL,,facial,Head,1.0
NHL,,hand,Upper Body,2.0
NHL,,upper body,Upper Body,6.0
NHL,,upper body,Upper Body,5.0
NHL,,hand,Upper Body,25.0
NHL,,knee,Lower Body,13.0
NHL,,upper body,Upper Body,17.0
NHL,,lower body,Lower Body,1.0
NHL,,upper body,Upper Body,2.0
NHL,,knee,Lower Body,49.0
NHL,,lower body,Lower Body,7.0
NHL,,upper body,Upper Body,6.0
NHL,,undisclosed,Unknown,1.0
NHL,,illness,Illness,1.0
NHL,,knee,Lower Body,22.0
NHL,,upper body,Upper Body,11.0
NHL,,illness,Illness,1.0
NHL,,illness,Illness,4.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,1.0
NHL,,lower body,Lower Body,3.0
NHL,,upper body,Upper Body,9.0
NHL,,appendectomy,Other,12.0
NHL,,illness,Illness,2.0
NHL,,lower body,Lower Body,7.0
NHL,,upper body,Upper Body,3.0
NHL,,illness,Illness,2.0
NHL,,lower body,Lower Body,3.0
NHL,,lower body,Lower Body,1.0
NHL,,upper body,Upper Body,2.0
NHL,,upper body,Upper Body,6.0
NHL,,upper body,Upper Body,12.0
NHL,,upper body,Upper Body,5.0
NHL,,upper body,Upper Body,3.0
NHL,,undisclosed,Unknown,2.0
NHL,,illness,Illness,2.0
NHL,,illness,Illness,1.0
NHL,,knee,Lower Body,65.0
NHL,,shoulder,Upper Body,25.0
NHL,,upper body,Upper Body,7.0
NHL,,upper body,Upper Body,5.0
NHL,,upper body,Upper Body,1.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,8.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,5.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,1.0
NHL,,lower body,Lower Body,13.0
NHL,,undisclosed,Unknown,10.0
NHL,,undisclosed,Unknown,23.0
NHL,,hip,Lower Body,8.0
NHL,,illness,Illness,2.0
NHL,,concussion,Head,4.0
NHL,,illness,Illness,2.0
NHL,,lower body,Lower Body,4.0
NHL,,groin,Lower Body,4.0
NHL,,lower body,Lower Body,9.0
NHL,,back,Upper Body,1.0
NHL,,illness,Illness,3.0
NHL,,undisclosed,Unknown,2.0
NHL,,upper body,Upper Body,3.0
NHL,,mid body,Other,18.0
NHL,,concussion,Head,2.0
NHL,,lower body,Lower Body,3.0
NHL,,concussion,Head,1.0
NHL,,lower body,Lower Body,5.0
NHL,,illness,Illness,2.0
NHL,,lower body,Lower Body,6.0
NHL,,illness,Illness,2.0
NHL,,illness,Illness,3.0
NHL,,back,Upper Body,7.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,3.0
NHL,,foot,Lower Body,2.0
NHL,,illness,Illness,2.0
NHL,,lower body,Lower Body,12.0
NHL,,undisclosed,Unknown,1.0
NHL,,undisclosed,Unknown,2.0
NHL,,upper body,Upper Body,6.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,5.0
NHL,,knee,Lower Body,58.0
NHL,,lower body,Lower Body,4.0
NHL,,knee,Lower Body,69.0
NHL,,concussion,Head,5.0
NHL,,lower body,Lower Body,7.0
NHL,,knee,Lower Body,11.0
NHL,,knee,Lower Body,15.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,8.0
NHL,,lower body,Lower Body,1.0
NHL,,lower body,Lower Body,1.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,39.0
NHL,,hand,Upper Body,10.0
NHL,,neck,Upper Body,82.0
NHL,,illness,Illness,1.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,7.0
NHL,,lower body,Lower Body,19.0
NHL,,undisclosed,Unknown,4.0
NHL,,undisclosed,Unknown,2.0
NHL,,lower body,Lower Body,1.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,1.0
NHL,,lower body,Lower Body,4.0
NHL,,undisclosed,Unknown,2.0
NHL,,upper body,Upper Body,1.0
NHL,,upper body,Upper Body,7.0
NHL,,back,Upper Body,3.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,8.0
NHL,,upper body,Upper Body,5.0
NHL,,knee,Lower Body,38.0
NHL,,concussion,Head,4.0
NHL,,undisclosed,Unknown,1.0
NHL,,illness,Illness,1.0
NHL,,elbow,Upper Body,13.0
NHL,,ankle,Lower Body,11.0
NHL,,wrist,Upper Body,12.0
NHL,,back,Upper Body,3.0
NHL,,illness,Illness,1.0
NHL,,hand,Upper Body,3.0
NHL,,back,Upper Body,1.0
NHL,,lower body,Lower Body,1.0
NHL,,back,Upper Body,1.0
NHL,,back,Upper Body,8.0
NHL,,back,Upper Body,11.0
NHL,,concussion,Head,3.0
NHL,,foot,Lower Body,16.0
NHL,,illness,Illness,1.0
NHL,,illness,Illness,1.0
NHL,,groin,Lower Body,12.0
NHL,,hip,Lower Body,9.0
NHL,,neck,Upper Body,15.0
NHL,,groin,Lower Body,13.0
NHL,,illness,Illness,1.0
NHL,,ankle,Lower Body,20.0
NHL,,knee,Lower Body,82.0
NHL,,groin,Lower Body,5.0
NHL,,illness,Illness,2.0
NHL,,foot,Lower Body,17.0
NHL,,undisclosed,Unknown,4.0
NHL,,lower body,Lower Body,6.0
NHL,,upper body,Upper Body,1.0
NHL,,upper body,Upper Body,16.0
NHL,,upper body,Upper Body,7.0
NHL,,lower body,Lower Body,3.0
NHL,,knee,Lower Body,82.0
NHL,,lower body,Lower Body,1.0
NHL,,shoulder,Upper Body,12.0
NHL,,undisclosed,Unknown,3.0
NHL,,upper body,Upper Body,3.0
NHL,,lower body,Lower Body,1.0
NHL,,lower body,Lower Body,21.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,7.0
NHL,,upper body,Upper Body,27.0
NHL,,lower body,Lower Body,2.0
NHL,,undisclosed,Unknown,4.0
NHL,,upper body,Upper Body,3.0
NHL,,lower body,Lower Body,3.0
NHL,,illness,Illness,4.0
NHL,,upper body,Upper Body,31.0
NHL,,upper body,Upper Body,3.0
NHL,,lower body,Lower Body,7.0
NHL,,upper body,Upper Body,12.0
NHL,,upper body,Upper Body,15.0
NHL,,lower body,Lower Body,4.0
NHL,,head,Head,82.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,2.0
NHL,,lower body,Lower Body,5.0
NHL,,upper body,Upper Body,4.0
NHL,,undisclosed,Unknown,1.0
NHL,,back,Upper Body,39.0
NHL,,lower body,Lower Body,18.0
NHL,,wrist,Upper Body,3.0
NHL,,shoulder,Upper Body,56.0
NHL,,shoulder,Upper Body,14.0
NHL,,shoulder,Upper Body,26.0
NHL,,jaw,Head,3.0
NHL,,wrist,Upper Body,28.0
NHL,,illness,Illness,1.0
NHL,,shoulder,Upper Body,11.0
NHL,,upper body,Upper Body,1.0
NHL,,upper body,Upper Body,3.0
NHL,,upper body,Upper Body,9.0
NHL,,upper body,Upper Body,4.0
NHL,,upper body,Upper Body,5.0
NHL,,concussion,Head,3.0
NHL,,lower body,Lower Body,2.0
NHL,,undisclosed,Unknown,1.0
NHL,,shoulder,Upper Body,66.0
NHL,,eye,Head,1.0
NHL,,illness,Illness,1.0
NHL,,illness,Illness,3.0
NHL,,undisclosed,Unknown,1.0
NHL,,undisclosed,Unknown,1.0
NHL,,upper body,Upper Body,2.0
NHL,,upper body,Upper Body,5.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,2.0
NHL,,facial,Head,1.0
NHL,,undisclosed,Unknown,3.0
NHL,,facial,Head,2.0
NHL,,undisclosed,Unknown,1.0
NHL,,upper body,Upper Body,3.0
NHL,,facial,Head,17.0
NHL,,illness,Illness,2.0
NHL,,undisclosed,Unknown,1.0
NHL,,hip,Lower Body,58.0
NHL,,lower body,Lower Body,1.0
NHL,,lower body,Lower Body,3.0
NHL,,lower body,Lower Body,2.0
NHL,,undisclosed,Unknown,1.0
NHL,,concussion,Head,3.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,4.0
NHL,,upper body,Upper Body,8.0
NHL,,illness,Illness,2.0
NHL,,knee,Lower Body,32.0
NHL,,flu,Illness,1.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,3.0
NHL,,shoulder,Upper Body,35.0
NHL,,undisclosed,Unknown,2.0
NHL,,flu,Illness,1.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,5.0
NHL,,pectoral,Upper Body,26.0
NHL,,upper body,Upper Body,1.0
NHL,,upper body,Upper Body,5.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,20.0
NHL,,upper body,Upper Body,6.0
NHL,,upper body,Upper Body,7.0
NHL,,head,Head,4.0
NHL,,upper body,Upper Body,1.0
NHL,,undisclosed,Unknown,1.0
NHL,,undisclosed,Unknown,4.0
NHL,,undisclosed,Unknown,5.0
NHL,,flu,Illness,1.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,1.0
NHL,,lower body,Lower Body,1.0
NHL,,upper body,Upper Body,3.0
NHL,,undisclosed,Unknown,14.0
NHL,,undisclosed,Unknown,31.0
NHL,,upper body,Upper Body,3.0
NHL,,lower body,Lower Body,3.0
NHL,,lower body,Lower Body,9.0
NHL,,upper body,Upper Body,4.0
NHL,,head,Head,7.0
NHL,,lower body,Lower Body,2.0
NHL,,lower body,Lower Body,4.0
NHL,,undisclosed,Unknown,1.0
NHL,,undisclosed,Unknown,15.0
NHL,,undisclosed,Unknown,4.0
NHL,,undisclosed,Unknown,7.0
NHL,,ankle,Lower Body,6.0
NHL,,lower body,Lower Body,15.0
NHL,,undisclosed,Unknown,1.0
NHL,,undisclosed,Unknown,1.0
NHL,,undisclosed,Unknown,3.0
NHL,,undisclosed,Unknown,5.0
NHL,,illness,Illness,1.0
NHL,,hip,Lower Body,82.0
NHL,,illness,Illness,1.0
NHL,,ankle,Lower Body,3.0
NHL,,lower body,Lower Body,8.0
NHL,,illness,Illness,1.0
NHL,,illness,Illness,3.0
NHL,,illness,Illness,1.0
NHL,,illness,Illness,1.0
NHL,,undisclosed,Unknown,3.0
NHL,,undisclosed,Unknown,6.0
NHL,,undisclosed,Unknown,7.0
NHL,,hip,Lower Body,5.0
NHL,,lower body,Lower Body,9.0
NHL,,undisclosed,Unknown,10.0
NHL,,undisclosed,Unknown,2.0
NHL,,upper body,Upper Body,3.0
NHL,,undisclosed,Unknown,2.0
NHL,,undisclosed,Unknown,5.0
NHL,,head,Head,7.0
NHL,,illness,Illness,2.0
NHL,,lower body,Lower Body,8.0
NHL,,upper body,Upper Body,3.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,1.0
NHL,,upper body,Upper Body,3.0
NHL,,upper body,Upper Body,1.0
NHL,,back,Upper Body,8.0
NHL,,upper body,Upper Body,1.0
NHL,,upper body,Upper Body,18.0
NHL,,facial,Head,1.0
NHL,,upper body,Upper Body,8.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,11.0
NHL,,illness,Illness,3.0
NHL,,upper body,Upper Body,1.0
NHL,,upper body,Upper Body,4.0
NHL,,groin,Lower Body,25.0
NHL,,illness,Illness,5.0
NHL,,facial,Head,1.0
NHL,,undisclosed,Unknown,1.0
NHL,,upper body,Upper Body,7.0
NHL,,upper body,Upper Body,12.0
NHL,,upper body,Upper Body,5.0
NHL,,upper body,Upper Body,1.0
NHL,,undisclosed,Unknown,1.0
NHL,,undisclosed,Unknown,12.0
NHL,,collarbone,Other,34.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,4.0
NHL,,lower body,Lower Body,12.0
NHL,,undisclosed,Unknown,1.0
NHL,,upper body,Upper Body,1.0
NHL,,upper body,Upper Body,8.0
NHL,,undisclosed,Unknown,4.0
NHL,,upper body,Upper Body,5.0
NHL,,upper body,Upper Body,9.0
NHL,,finger,Upper Body,4.0
NHL,,ankle,Lower Body,3.0
NHL,,ankle,Lower Body,47.0
NHL,,lower body,Lower Body,1.0
NHL,,upper body,Upper Body,2.0
NHL,,upper body,Upper Body,5.0
NHL,,upper body,Upper Body,9.0
NHL,,lower body,Lower Body,4.0
NHL,,undisclosed,Unknown,7.0
NHL,,lower body,Lower Body,1.0
NHL,,lower body,Lower Body,11.0
NHL,,lower body,Lower Body,21.0
NHL,,nose,Head,2.0
NHL,,upper body,Upper Body,5.0
NHL,,upper body,Upper Body,5.0
NHL,,concussion,Head,8.0
NHL,,illness,Illness,1.0
NHL,,undisclosed,Unknown,1.0
NHL,,lower body,Lower Body,1.0
NHL,,lower body,Lower Body,12.0
NHL,,lower body,Lower Body,28.0
NHL,,lower body,Lower Body,3.0
NHL,,lower body,Lower Body,3.0
NHL,,lower body,Lower Body,6.0
NHL,,lower body,Lower Body,15.0
NHL,,upper body,Upper Body,5.0
NHL,,lower body,Lower Body,13.0
NHL,,lower body,Lower Body,1.0
NHL,,lower body,Lower Body,1.0
NHL,,lower body,Lower Body,9.0
NHL,,lower body,Lower Body,12.0
NHL,,upper body,Upper Body,2.0
NHL,,upper body,Upper Body,8.0
NHL,,illness,Illness,2.0
NHL,,lower body,Lower Body,4.0
NHL,,upper body,Upper Body,4.0
NHL,,hand,Upper Body,11.0
NHL,,upper body,Upper Body,4.0
NHL,,lower body,Lower Body,6.0
NHL,,lower body,Lower Body,9.0
NHL,,neck,Upper Body,1.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,4.0
NHL,,upper body,Upper Body,1.0
NHL,,knee,Lower Body,25.0
NHL,,leg,Lower Body,22.0
NHL,,upper body,Upper Body,5.0
NHL,,upper body,Upper Body,14.0
NHL,,illness,Illness,2.0
NHL,,illness,Illness,4.0
NHL,,knee,Lower Body,24.0
NHL,,lower body,Lower Body,6.0
NHL,,upper body,Upper Body,3.0
NHL,,upper body,Upper Body,3.0
NHL,,illness,Illness,1.0
NHL,,quadriceps,Lower Body,21.0
NHL,,upper body,Upper Body,5.0
NHL,,lower body,Lower Body,2.0
NHL,,undisclosed,Unknown,1.0
NHL,,upper body,Upper Body,1.0
NHL,,upper body,Upper Body,4.0
NHL,,upper body,Upper Body,4.0
NHL,,knee,Lower Body,82.0
NHL,,appendectomy,Other,3.0
NHL,,lower body,Lower Body,3.0
NHL,,lower body,Lower Body,8.0
NHL,,upper body,Upper Body,1.0
NHL,,upper body,Upper Body,4.0
NHL,,upper body,Upper Body,9.0
NHL,,upper body,Upper Body,12.0
NHL,,lower body,Lower Body,4.0
NHL,,upper body,Upper Body,6.0
NHL,,upper body,Upper Body,2.0
NHL,,upper body,Upper Body,6.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,3.0
NHL,,lower body,Lower Body,9.0
NHL,,upper body,Upper Body,1.0
NHL,,lower body,Lower Body,11.0
NHL,,upper body,Upper Body,4.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,4.0
NHL,,upper body,Upper Body,25.0
NHL,,lower body,Lower Body,10.0
NHL,,lower body,Lower Body,44.0
NHL,,upper body,Upper Body,1.0
NHL,,upper body,Upper Body,7.0
NHL,,upper body,Upper Body,30.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,1.0
NHL,,jaw,Head,16.0
NHL,,undisclosed,Unknown,4.0
NHL,,ankle,Lower Body,12.0
NHL,,upper body,Upper Body,6.0
NHL,,shoulder,Upper Body,20.0
NHL,,knee,Lower Body,3.0
NHL,,knee,Lower Body,21.0
NHL,,undisclosed,Unknown,1.0
NHL,,illness,Illness,2.0
NHL,,illness,Illness,1.0
NHL,,undisclosed,Unknown,1.0
NHL,,undisclosed,Unknown,2.0
NHL,,lower body,Lower Body,2.0
NHL,,lower body,Lower Body,18.0
NHL,,groin,Lower Body,1.0
NHL,,shoulder,Upper Body,9.0
NHL,,leg,Lower Body,9.0
NHL,,lower body,Lower Body,27.0
NHL,,upper body,Upper Body,3.0
NHL,,knee,Lower Body,11.0
NHL,,knee,Lower Body,31.0
NHL,,upper body,Upper Body,21.0
NHL,,illness,Illness,1.0
NHL,,leg,Lower Body,28.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,13.0
NHL,,upper body,Upper Body,7.0
NHL,,lower body,Lower Body,1.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,5.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,2.0
NHL,,upper body,Upper Body,5.0
NHL,,lower body,Lower Body,11.0
NHL,,upper body,Upper Body,3.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,4.0
NHL,,jaw,Head,20.0
NHL,,lower body,Lower Body,1.0
NHL,,undisclosed,Unknown,1.0
NHL,,undisclosed,Unknown,1.0
NHL,,upper body,Upper Body,7.0
NHL,,concussion,Head,7.0
NHL,,heart,Other,43.0
NHL,,illness,Illness,1.0
NHL,,illness,Illness,2.0
NHL,,upper body,Upper Body,3.0
NHL,,upper body,Upper Body,4.0
NHL,,upper body,Upper Body,7.0
NHL,,upper body,Upper Body,14.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,2.0
NHL,,lower body,Lower Body,56.0
NHL,,upper body,Upper Body,3.0
NHL,,upper body,Upper Body,2.0
NHL,,upper body,Upper Body,7.0
NHL,,lower body,Lower Body,31.0
NHL,,upper body,Upper Body,17.0
NHL,,upper body,Upper Body,3.0
NHL,,upper body,Upper Body,4.0
NHL,,upper body,Upper Body,6.0
NHL,,upper body,Upper Body,2.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,4.0
NHL,,lower body,Lower Body,10.0
NHL,,upper body,Upper Body,8.0
NHL,,upper body,Upper Body,1.0
NHL,,upper body,Upper Body,5.0
NHL,,illness,Illness,2.0
NHL,,upper body,Upper Body,6.0
NHL,,upper body,Upper Body,2.0
NHL,,illness,Illness,1.0
NHL,,illness,Illness,2.0
NHL,,upper body,Upper Body,6.0
NHL,,upper body,Upper Body,1.0
NHL,,upper body,Upper Body,4.0
NHL,,concussion,Head,10.0
NHL,,knee,Lower Body,30.0
NHL,,lower body,Lower Body,16.0
NHL,,undisclosed,Unknown,5.0
NHL,,illness,Illness,1.0
NHL,,upper body,Upper Body,3.0
NHL,,lower body,Lower Body,2.0
NHL,,upper body,Upper Body,2.0
NHL,,upper body,Upper Body,6.0
NHL,,back,Upper Body,27.0
NHL,,undisclosed,Unknown,8.0
NHL,,upper body,Upper Body,4.0
NHL,,upper body,Upper Body,9.0
NHL,,lower body,Lower Body,2.0
NHL,,upper body,Upper Body,8.0
NHL,,ankle,Lower Body,20.0
NHL,,facial,Head,1.0
NHL,,lower body,Lower Body,3.0
NHL,,lower body,Lower Body,10.0
NHL,,lower body,Lower Body,4.0
NHL,,lower body,Lower Body,5.0
NHL,,lower body,Lower Body,3.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,1.0
NHL,,concussion,Head,9.0
NHL,,foot,Lower Body,16.0
NHL,,lower body,Lower Body,7.0
NHL,,back,Upper Body,18.0
NHL,,undisclosed,Unknown,4.0
NHL,,illness,Illness,1.0
NHL,,lower body,Lower Body,1.0
NHL,,upper body,Upper Body,39.0
NHL,,upper body,Upper Body,15.0
NHL,,upper body,Upper Body,11.0
NHL,,upper body,Upper Body,5.0
NHL,,undisclosed,Unknown,2.0
NHL,,upper body,Upper Body,12.0
NHL,,upper body,Upper Body,3.0
NHL,,upper body,Upper Body,16.0
NHL,,knee,Lower Body,5.0
NHL,,upper body,Upper Body,13.0
